"source_path"	"classification"	"repo_owner"	"repo_target_path"	"obsidian_target_folder"	"obsidian_note_title"	"ignored_artifact_target"	"retention_decision"	"privacy_risk"	"referrer_status"	"required_before_move"	"destructive_allowed_now"	"notes"
"docs/superpowers/plans/2026-05-30-matrix-rt-drift-policy-producer-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Matrix Rt Drift Policy Producer Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-05-30-ms1-pattern-coherence-v2-preconditions-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Ms1 Pattern Coherence V2 Preconditions Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-05-30-shared-peak-identity-v15-v2-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Shared Peak Identity V15 V2 Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-05-30-shared-peak-identity-v15-v2-implementation-plan.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Shared Peak Identity V15 V2 Implementation Plan"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-05-30-shared-peak-identity-v2-deepresearch-evidence-chain-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Shared Peak Identity V2 Deepresearch Evidence Chain Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-05-30-shared-peak-identity-v2-evidence-chain-contract-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Shared Peak Identity V2 Evidence Chain Contract Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-05-30-shared-peak-identity-v2-non-delta-evidence-closeout-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Shared Peak Identity V2 Non Delta Evidence Closeout Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-01-asls-linear-edge-retirement-bc-implementation-plan.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Asls Linear Edge Retirement Bc Implementation Plan"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-01-asls-tier-c-baseline-evidence-gate-implementation-plan.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Asls Tier C Baseline Evidence Gate Implementation Plan"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-01-c4-c6-fusion-first-cleanup-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"C4 C6 Fusion First Cleanup Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-01-cleanup-retirement-one-pass-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Cleanup Retirement One Pass Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-02-asls-primary-matrix-value-policy-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Asls Primary Matrix Value Policy Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-02-c4-evidence-decision-semantic-convergence-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"C4 Evidence Decision Semantic Convergence Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-02-c6-owner-family-semantic-convergence-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"C6 Owner Family Semantic Convergence Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-02-region-boundary-rb0-rb1-semantic-convergence-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Region Boundary Rb0 Rb1 Semantic Convergence Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-02-selected-hypothesis-model-selection-parity-implementation-plan.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Selected Hypothesis Model Selection Parity Implementation Plan"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-03-full-untarget-peak-hypothesis-final-matrix-implementation-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Full Untarget Peak Hypothesis Final Matrix Implementation Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-03-selected-full-envelope-quantitation-boundary-implementation-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Selected Full Envelope Quantitation Boundary Implementation Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-03-target-pair-rt-auto-reselection-phase1-2-implementation-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Target Pair Rt Auto Reselection Phase1 2 Implementation Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-03-targeted-evidence-chain-alignment-implementation-goal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Targeted Evidence Chain Alignment Implementation Goal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-05-backfill-evidence-gate-productization.md"	"repo_stub_plus_obsidian"	"docs/product/backfill.md; docs/product/productization.md; docs/lcms-msms-evidence-rules.md"	"docs/superpowers/plans/2026-06-05-backfill-evidence-gate-productization.md"	"XIC/20 Archived Plans And Specs/Plans/"	"Backfill Evidence Gate Productization"	""	""	"medium"	"same_path_stub_required"	"keep stub until 2026-06-07 provenance chain no longer points here"	"no"	"historical Backfill evidence-gate provenance"
"docs/superpowers/plans/2026-06-05-product-authority-reconciliation-v1.md"	"repo_stub_plus_obsidian"	"docs/product/productization.md; docs/product/backfill.md; docs/product/quant-matrix.md"	"docs/superpowers/plans/2026-06-05-product-authority-reconciliation-v1.md"	"XIC/20 Archived Plans And Specs/Plans/"	"Product Authority Reconciliation V1"	""	""	"medium"	"same_path_stub_required"	"keep stub until 2026-06-07 provenance chain no longer points here"	"no"	"historical product-authority reconciliation provenance"
"docs/superpowers/plans/2026-06-07-backfill-evidence-reconciliation-productization-plan.md"	"repo_stub_plus_obsidian"	"docs/superpowers/specs/2026-06-07-backfill-evidence-reconciliation-gallery-design.md; docs/product/backfill.md"	"docs/superpowers/plans/2026-06-07-backfill-evidence-reconciliation-productization-plan.md"	"XIC/20 Archived Plans And Specs/Plans/"	"Backfill Evidence Reconciliation Productization Plan"	""	""	"medium"	"same_path_stub_required"	"update diagnostics index and provenance refs or keep sanitized same-path stub"	"no"	"superseded Backfill reconciliation plan still cited by diagnostics index"
"docs/superpowers/plans/2026-06-08-peakhypothesis-backfill-promotion-policy.md"	"repo_stub_plus_obsidian"	"docs/superpowers/specs/2026-06-13-backfill-integration-policy-spec.md; docs/product/backfill.md; docs/product/quant-matrix.md"	"docs/superpowers/plans/2026-06-08-peakhypothesis-backfill-promotion-policy.md"	"XIC/20 Archived Plans And Specs/Plans/"	"Peakhypothesis Backfill Promotion Policy"	""	""	"medium"	"same_path_stub_required"	"update diagnostics index and exact referrers or keep sanitized same-path stub"	"no"	"historical Backfill promotion policy superseded by integration policy/topic owners"
"docs/superpowers/plans/2026-06-09-backfill-architecture-boundary-cleanup.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Plans/"	"Backfill Architecture Boundary Cleanup"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated implementation plan default"
"docs/superpowers/plans/2026-06-09-matrix-only-backfill-activation.md"	"repo_stub_plus_obsidian"	"docs/superpowers/specs/2026-05-30-sidecar-to-product-label-activation-contract.md; docs/product/quant-matrix.md; docs/product/run-provenance.md"	"docs/superpowers/plans/2026-06-09-matrix-only-backfill-activation.md"	"XIC/20 Archived Plans And Specs/Plans/"	"Matrix Only Backfill Activation"	""	""	"medium"	"same_path_stub_required"	"update diagnostics index and activation refs or keep sanitized same-path stub"	"no"	"completed matrix-only activation closeout, not current owner"
"docs/superpowers/plans/2026-06-15-productization-control-plane.md"	"repo_keep_current"	"docs/superpowers/plans/2026-06-15-productization-control-plane.md"	"docs/superpowers/plans/2026-06-15-productization-control-plane.md"	""	""	""	""	"medium"	"blocked"	"control plane is active tier/lane owner; do not relocate without checker-aware path migration"	"no"	"active tier/lane authority stays at current path"
"docs/superpowers/plans/2026-06-18-backfill-evidence-lifecycle-blueprint.md"	"repo_stub_plus_obsidian"	"docs/product/backfill.md; docs/product/quant-matrix.md; docs/superpowers/plans/2026-06-19-backfill-quant-matrix-product-blueprint.md"	"docs/superpowers/plans/2026-06-18-backfill-evidence-lifecycle-blueprint.md"	"XIC/20 Archived Plans And Specs/Plans/"	"Backfill Evidence Lifecycle Blueprint"	""	""	"medium"	"same_path_stub_required"	"absorb durable lifecycle vocabulary into Backfill owners, then keep sanitized stub while exact refs remain"	"no"	"superseded blueprint with durable Backfill lifecycle vocabulary"
"docs/superpowers/plans/2026-06-19-backfill-quant-matrix-product-blueprint.md"	"repo_keep_current"	"docs/product/backfill.md; docs/product/quant-matrix.md; docs/superpowers/plans/2026-06-15-productization-control-plane.md"	"docs/superpowers/plans/2026-06-19-backfill-quant-matrix-product-blueprint.md"	""	"Backfill Quant Matrix Product Blueprint"	""	""	"medium"	"same_path_stub_required"	"keep while plans README and active Backfill roadmap cite it"	"no"	"active Backfill/quant-matrix roadmap, not private-only history"
"docs/superpowers/plans/2026-06-21-cid-nl-discovery-product-roadmap.md"	"repo_keep_current"	"docs/product/discovery.md"	"docs/superpowers/plans/2026-06-21-cid-nl-discovery-product-roadmap.md"	""	"Cid Nl Discovery Product Roadmap"	""	""	"medium"	"same_path_stub_required"	"keep while active CID-NL Discovery scope and checker shortcuts cite this roadmap"	"no"	"active CID-NL Discovery lane boundary summarized in docs/product/discovery.md"
"docs/superpowers/plans/2026-06-23-row-completion-confidence-benchmark-implementation-plan.md"	"repo_stub_plus_obsidian"	"docs/superpowers/specs/2026-06-23-final-matrix-row-completion-confidence-benchmark-design.md; docs/product/quant-matrix.md"	"docs/superpowers/plans/2026-06-23-row-completion-confidence-benchmark-implementation-plan.md"	"XIC/20 Archived Plans And Specs/Plans/"	"Row Completion Confidence Benchmark Implementation Plan"	""	""	"medium"	"same_path_stub_required"	"update diagnostics index to spec/topic owner or keep sanitized same-path stub"	"no"	"implementation plan; durable row-completion benchmark contract belongs in spec/topic owner"
"docs/superpowers/plans/README.md"	"repo_keep_current"	"docs/superpowers/plans/2026-06-15-productization-control-plane.md"	"docs/superpowers/plans/README.md"	""	"Readme"	""	""	"low"	"none"	"keep as repo routing index"	"no"	"plans routing index, not private history"
"docs/superpowers/pulse-reports/2026-06-17-2340-productization-evidence-inventory.md"	"formalize_then_obsidian"	"docs/product/productization.md; docs/superpowers/plans/2026-06-15-productization-control-plane.md"	""	"XIC/50 Validation Context/Run Narratives/"	"2340 Productization Evidence Inventory"	""	""	"medium"	"none"	"copy concise run narrative to Obsidian and keep stable current-state claims in productization/control-plane owners"	"no"	"dated productization pulse with no exact repo referrer"
"docs/superpowers/pulse-reports/2026-06-19-1337-productization-pulse.md"	"formalize_then_obsidian"	"docs/product/productization.md; docs/superpowers/plans/2026-06-15-productization-control-plane.md"	""	"XIC/50 Validation Context/Run Narratives/"	"1337 Productization Pulse"	""	""	"medium"	"none"	"copy concise run narrative to Obsidian and keep stable current-state claims in productization/control-plane owners"	"no"	"dated productization pulse with no exact repo referrer"
"docs/superpowers/pulse-reports/2026-06-20-1231-productization-pulse.md"	"formalize_then_obsidian"	"docs/product/productization.md; docs/superpowers/plans/2026-06-15-productization-control-plane.md"	""	"XIC/50 Validation Context/Run Narratives/"	"1231 Productization Pulse"	""	""	"medium"	"none"	"copy concise run narrative to Obsidian and keep stable current-state claims in productization/control-plane owners"	"no"	"dated productization pulse with no exact repo referrer"
"docs/superpowers/pulse-reports/2026-06-21-1138-productization-pulse.md"	"formalize_then_obsidian"	"docs/product/productization.md; docs/superpowers/plans/2026-06-15-productization-control-plane.md"	""	"XIC/50 Validation Context/Run Narratives/"	"1138 Productization Pulse"	""	""	"medium"	"none"	"copy concise run narrative to Obsidian and keep stable current-state claims in productization/control-plane owners"	"no"	"dated productization pulse with no exact repo referrer"
"docs/superpowers/pulse-reports/README.md"	"repo_keep_current"	"docs/superpowers/plans/2026-06-15-productization-control-plane.md"	"docs/superpowers/pulse-reports/README.md"	""	"Readme"	""	""	"low"	"none"	"keep as repo routing/index until pulse directory is fully stubbed or retired"	"no"	"routing index; individual dated pulses can become private narratives"
"docs/superpowers/reports/2026-06-02-raw-to-final-matrix-product-story.html"	"repo_keep_current"	"docs/product/alignment.md; docs/product/productization.md"	"docs/superpowers/reports/2026-06-02-raw-to-final-matrix-product-story.html"	""	"Raw To Final Matrix Product Story"	""	""	"low"	"none"	"keep original tracked HTML report in repo; do not rewrite as stub or migrate to Obsidian by default"	"no"	"human-facing HTML report; version-controlled reading artifact"
"docs/superpowers/reports/2026-06-15-current-capability-inventory-and-promotion-roadmap.md"	"repo_stub_plus_obsidian"	"docs/product/productization.md"	"docs/superpowers/reports/2026-06-15-current-capability-inventory-and-promotion-roadmap.md"	"XIC/50 Validation Context/Interpretation Notes/"	"Current Capability Inventory And Promotion Roadmap"	""	""	"medium"	"same_path_stub_required"	"replace remaining historical referrers or create sanitized same-path stub before private migration"	"no"	"stable claims distilled into productization topic map; exact path still needs stub/referrer cleanup"
"docs/superpowers/reports/2026-06-15-mature-tool-differentiation-conclusion.md"	"formalize_then_obsidian"	"docs/product/productization.md"	""	"XIC/50 Validation Context/Interpretation Notes/"	"Mature Tool Differentiation Conclusion"	""	""	"medium"	"none"	"copy concise interpretation note to Obsidian; product floor/differentiator claims stay in productization topic"	"no"	"mature-tool interpretation report with no exact repo referrer"
"docs/superpowers/reports/2026-06-15-skyline-8raw-mzml-manifest.csv"	"repo_relocate"	"docs/validation/fixtures/skyline/"	"docs/validation/fixtures/skyline/2026-06-15-skyline-8raw-mzml-manifest.csv"	""	""	""	""	"medium"	"blocked"	"scan Skyline expressibility docs/scripts and update referrers before move"	"no"	"small Skyline expressibility fixture manifest; keep repo-readable"
"docs/superpowers/reports/2026-06-15-skyline-8sample-smoke.md"	"repo_stub_plus_obsidian"	"docs/product/productization.md"	"docs/superpowers/reports/2026-06-15-skyline-8sample-smoke.md"	"XIC/50 Validation Context/Run Narratives/"	"Skyline 8Sample Smoke"	""	""	"medium"	"same_path_stub_required"	"keep stub while Skyline preflight and mature-tool report cite this run"	"no"	"Skyline comparator smoke narrative; not product authority"
"docs/superpowers/reports/2026-06-15-skyline-expressibility-preflight.md"	"repo_stub_plus_obsidian"	"docs/product/productization.md"	"docs/superpowers/reports/2026-06-15-skyline-expressibility-preflight.md"	"XIC/50 Validation Context/Run Narratives/"	"Skyline Expressibility Preflight"	""	""	"medium"	"same_path_stub_required"	"keep as cluster stub until Skyline runbook/smoke notes are consolidated"	"no"	"Skyline comparator planning/run narrative; not product authority"
"docs/superpowers/reports/2026-06-15-skyline-expressibility-runbook.md"	"repo_stub_plus_obsidian"	"docs/product/productization.md"	"docs/superpowers/reports/2026-06-15-skyline-expressibility-runbook.md"	"XIC/50 Validation Context/Run Narratives/"	"Skyline Expressibility Runbook"	""	""	"medium"	"same_path_stub_required"	"keep stub while Skyline preflight cites this runbook"	"no"	"Skyline comparator runbook; private narrative after stable comparator claims are covered"
"docs/superpowers/reports/2026-06-15-skyline-single-sample-smoke.md"	"repo_stub_plus_obsidian"	"docs/product/productization.md"	"docs/superpowers/reports/2026-06-15-skyline-single-sample-smoke.md"	"XIC/50 Validation Context/Run Narratives/"	"Skyline Single Sample Smoke"	""	""	"high"	"same_path_stub_required"	"keep sanitized stub while Skyline preflight cites this sample-specific run"	"no"	"sample-specific Skyline smoke narrative; avoid publishing detailed private run context"
"docs/superpowers/reports/2026-06-15-skyline-three-pair-transition-list.csv"	"repo_relocate"	"docs/validation/fixtures/skyline/"	"docs/validation/fixtures/skyline/2026-06-15-skyline-three-pair-transition-list.csv"	""	""	""	""	"low"	"blocked"	"scan Skyline expressibility docs/scripts and update referrers before move"	"no"	"small transition-list fixture; keep repo-readable"
"docs/superpowers/reports/2026-06-15-source-grounded-parity-and-differentiation-roadmap.md"	"formalize_then_obsidian"	"docs/product/productization.md"	""	"XIC/50 Validation Context/Interpretation Notes/"	"Source Grounded Parity And Differentiation Roadmap"	""	""	"medium"	"none"	"copy concise interpretation note to Obsidian; product parity/differentiation claims stay in productization topic"	"no"	"source-grounded comparator roadmap with no exact repo referrer"
"docs/superpowers/reports/2026-06-15-xcms-centwave-probe.R"	"repo_relocate"	"tools/diagnostics/"	"tools/diagnostics/xcms_centwave_probe.R"	""	""	""	""	"medium"	"blocked"	"review script inputs/paths, then move to diagnostics tooling owner with README note"	"no"	"diagnostic script, not a note or generated dump"
"docs/superpowers/reports/2026-06-15-xic-skyline-expressibility-oracle.csv"	"repo_relocate"	"docs/validation/fixtures/skyline/"	"docs/validation/fixtures/skyline/2026-06-15-xic-skyline-expressibility-oracle.csv"	""	""	""	""	"low"	"blocked"	"scan Skyline expressibility docs/scripts and update referrers before move"	"no"	"expected-result oracle; keep repo-readable"
"docs/superpowers/reports/2026-06-16-5hmdc-own-max-optin-review.md"	"formalize_then_obsidian"	"docs/lcms-msms-evidence-rules.md; docs/superpowers/validation/RETENTION.md"	""	"XIC/40 Review Workbench/Human Review Notes/"	"5Hmdc Own Max Optin Review"	""	""	"high"	"none"	"retain only compact public verdict if needed; move private sample/review rationale to Obsidian"	"no"	"sample-specific review narrative; not a checker-backed artifact by exact referrer scan"
"docs/superpowers/specs/2026-04-07-istd-tag-pairing-nl-fix-design.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Istd Tag Pairing Nl Fix Design"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-04-13-area-support-design.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Area Support Design"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-04-13-migration-validation.xlsx"	"repo_relocate"	"docs/validation/legacy/"	"docs/validation/legacy/2026-04-13-migration-validation.xlsx"	""	""	""	""	"medium"	"blocked"	"scan referrers; consider adding markdown summary before relocating binary workbook"	"no"	"small migration validation workbook with Summary/PerTarget/FAIL sheets"
"docs/superpowers/specs/2026-04-20-peak-scoring-tiered-design.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Peak Scoring Tiered Design"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-04-22-peak-selection-simplification-proposal.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Peak Selection Simplification Proposal"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-03-output-maintainability-design.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Output Maintainability Design"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-03-parallel-raw-processing-spec.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Parallel Raw Processing Spec"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-04-local-minimum-parameter-optimization-spec.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Local Minimum Parameter Optimization Spec"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-04-resolver-profile-gui-spec.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Resolver Profile Gui Spec"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-05-excel-review-visual-report-spec.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Excel Review Visual Report Spec"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-06-numofinder-inspired-ms2-evidence-and-discovery-spec.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Numofinder Inspired Ms2 Evidence And Discovery Spec"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-06-workbook-and-extraction-module-decomposition-spec.md"	"formalize_then_obsidian"	"docs/architecture-contract.md"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Workbook And Extraction Module Decomposition Spec"	""	""	"medium"	"blocked"	"absorb durable rules into owner, update referrers, then copy narrative to Obsidian"	"no"	"formal docs currently cite this spec"
"docs/superpowers/specs/2026-05-08-weighted-evidence-confidence-scoring-spec.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Weighted Evidence Confidence Scoring Spec"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-09-untargeted-discovery-v1-spec.md"	"formalize_then_obsidian"	"docs/product/discovery.md"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Untargeted Discovery V1 Spec"	""	""	"medium"	"blocked"	"absorb durable rules into owner, update referrers, then copy narrative to Obsidian"	"no"	"formal docs currently cite this spec"
"docs/superpowers/specs/2026-05-10-discovery-output-performance-spec.md"	"formalize_then_obsidian"	"docs/product/discovery.md"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Discovery Output Performance Spec"	""	""	"medium"	"blocked"	"absorb durable rules into owner, update referrers, then copy narrative to Obsidian"	"no"	"formal docs currently cite this spec"
"docs/superpowers/specs/2026-05-10-discovery-ux-surface-contract.md"	"formalize_then_obsidian"	"docs/product/discovery.md"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Discovery Ux Surface Contract"	""	""	"medium"	"blocked"	"absorb durable rules into owner, update referrers, then copy narrative to Obsidian"	"no"	"formal docs currently cite this spec"
"docs/superpowers/specs/2026-05-11-ms2-constrained-ms1-feature-family-spec.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Ms2 Constrained Ms1 Feature Family Spec"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-11-sample-local-ms1-ownership-drift-aware-alignment-spec.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Sample Local Ms1 Ownership Drift Aware Alignment Spec"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-11-untargeted-alignment-output-contract.md"	"formalize_then_obsidian"	"docs/product/alignment.md"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Untargeted Alignment Output Contract"	""	""	"medium"	"blocked"	"absorb durable rules into owner, update referrers, then copy narrative to Obsidian"	"no"	"formal docs currently cite this spec"
"docs/superpowers/specs/2026-05-12-untargeted-performance-architecture-spec.md"	"repo_keep_current"	"docs/product/discovery.md; docs/product/alignment.md"	"docs/superpowers/specs/2026-05-12-untargeted-performance-architecture-spec.md"	""	"Untargeted Performance Architecture Spec"	""	""	"medium"	"same_path_stub_required"	"keep performance architecture spec while RAW-locality rules are public"	"no"	"untargeted RAW-locality/request-batching architecture direction"
"docs/superpowers/specs/2026-05-13-untargeted-duplicate-drift-soft-edge-design.md"	"formalize_then_obsidian"	"TBD formal owner"	""	"XIC/20 Archived Plans And Specs/Specs/"	"Untargeted Duplicate Drift Soft Edge Design"	""	""	"medium"	"blocked"	"review for durable public rules, absorb if needed, scan referrers"	"no"	"dated design spec default"
"docs/superpowers/specs/2026-05-13-untargeted-final-matrix-and-rescue-evidence-spec.md"	"repo_stub_plus_obsidian"	"docs/product/quant-matrix.md; docs/product/backfill.md"	"docs/superpowers/specs/2026-05-13-untargeted-final-matrix-and-rescue-evidence-spec.md"	"XIC/20 Archived Plans And Specs/Specs/"	"Untargeted Final Matrix And Rescue Evidence Spec"	""	""	"medium"	"same_path_stub_required"	"create sanitized stub after quant-matrix/backfill owners cover durable rules"	"no"	"superseded final-matrix/rescue evidence spec"
"docs/superpowers/specs/2026-05-14-final-matrix-identity-contract.md"	"repo_stub_plus_obsidian"	"docs/product/quant-matrix.md; docs/superpowers/specs/2026-06-03-full-untarget-peak-hypothesis-final-matrix-contract.md"	"docs/superpowers/specs/2026-05-14-final-matrix-identity-contract.md"	"XIC/20 Archived Plans And Specs/Specs/"	"Final Matrix Identity Contract"	""	""	"medium"	"same_path_stub_required"	"create sanitized stub after newer final-matrix contract remains linked"	"no"	"superseded row-identity contract"
