schema_version	source_run_id	feature_family_id	peak_hypothesis_id	sample_id	matrix_value_source_row_sha256	backfill_policy_decision	backfill_policy_reason	backfill_policy_next_evidence	quality_blocker_count	quality_blockers	source_clean_status_summary	explanation_only
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2267_DNA	78580c2ab578bafd18a9536f8a45ce731029f14cd7fba36328b582af53538323	write_ready	production_ready_scope:low_height_low_scan_clean	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_lt_10	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:eligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2270_DNA	8b0600489bf9819a64fde6bf44da0ef6510c2a3caf7b015f42d24ae9a959fb59	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	shape_lt_0.95;height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2272_DNA	b64b6e2815fb30081e017e2df7c45644f220d2296c0a14320ed59cf8ce41de82	write_ready	production_ready_scope:low_height_clean,low_height_reintegration_stable	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:eligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2275_DNA	e4b5f867eb4f4043ec96330be21678b80fcac035051c1f52f1261825e1d28cc0	write_ready	production_ready_scope:low_height_clean	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:eligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2277_DNA	effffb99625b0d4824f5020bfe6c8a5adec6a66fd5885a49257aae52a458e27c	write_ready	production_ready_scope:low_height_clean,low_height_reintegration_stable	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:eligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2281_DNA	cf04c4aec5a21d573cba5dfd85c972d977302a509db810f96cbfe15dc97ade88	write_ready	production_ready_scope:low_height_clean	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:eligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2282_DNA	72b50aa084db360669ad801cc25640dca97046d810cbda85acbf30363b7e4b58	write_ready	production_ready_scope:low_height_clean,low_height_reintegration_stable	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:eligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2283_DNA	eb7ee8627f4414d36dbe6ea5a69c69fc5f31bae3813611d0c452b7f62177a21b	write_ready	production_ready_scope:low_height_reintegration_stable	none_current_scope_writer_approved	3	shape_lt_0.95;height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2286_DNA	aba57e49304334b3b5277a03599da30fc04244f49f36e2963e1b093781e101ec	write_ready	production_ready_scope:low_height_reintegration_stable	none_current_scope_writer_approved	3	shape_lt_0.95;height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2286_DNAandRNA	dce87a3a38b0561663eea299c1dcbd6c53ce39b26e339cf5a5c826fe5d042dc2	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	height_lt_2000000;width_outside_0.30_0.65;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2287_DNA	d5a960784933c01708c1fc36bb1d9e811057f861d8c5bf6d55b3f23daac49a6d	write_ready	production_ready_scope:low_height_low_scan_clean	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_lt_10	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:eligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2289_DNA	fe6b397486df9bd0321718fe1cc1b26b0b8b5e7cdea798188cacd6c3556096e7	write_ready	production_ready_scope:low_height_reintegration_stable	none_current_scope_writer_approved	3	shape_lt_0.95;height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2290_DNA	e22dbc8f762d1d1bd7ab2667a0d351c1d4864506717431f8f4262eb5c95e4cc5	write_ready	production_ready_scope:low_height_clean,low_height_reintegration_stable	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:eligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2292_DNA	b0e79d6adcfb715e51b533f949bc6241fe2bc00a8364f995decd7dbe8e03cb64	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	shape_lt_0.95;height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2294_DNA	c9cfe7e8f95c7be151cd102bd4cf7fb54398b997b6ffd554605a42eb6735072f	write_ready	production_ready_scope:low_height_clean,low_height_reintegration_stable	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:eligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2297_DNA	75df83c8744eb52ad283ab89672314fb6bcfcf5110f0e6414c535c1f8192071f	write_ready	production_ready_scope:low_height_low_scan_clean	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_lt_10	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:eligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2303_DNA	f64d23dcaeaf59d4570ef76944c935357087eaf5bcd84b2593bb3a5c67183788	write_ready	production_ready_scope:low_height_low_scan_clean	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_lt_10	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:eligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2304_DNA	2df148f78ba0ee12c43d3276a9ccc65d520a4533d2dc0de6f4cb3683e4cb9d85	write_ready	production_ready_scope:low_height_clean	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:eligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2304_DNAandRNA	e9eeb95f7a751b706ffb4cfd7985f484dcc0eb72164ef36d698237e3b672adec	write_ready	production_ready_scope:low_height_reintegration_stable	none_current_scope_writer_approved	4	shape_lt_0.95;height_lt_2000000;width_outside_0.30_0.65;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2306_DNA	6edccf5d6e91824d502766a9ffea9b031e1968b042b88c40711a1e0bd9559aea	write_ready	production_ready_scope:low_height_reintegration_stable	none_current_scope_writer_approved	3	height_lt_2000000;width_outside_0.30_0.65;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003533	FAM003533	TumorBC2312_DNA	fedf5af6ccd4d344162b11140c7271b518dddb19802805271d0485e9d65c9595	write_ready	production_ready_scope:low_height_reintegration_stable	none_current_scope_writer_approved	3	shape_lt_0.95;height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	BenignfatBC1025_DNA	5115b5968f370d5fa2de8011cdca699a4e7796d93bf4099097f3af0d6f116003	write_ready	production_ready_scope:low_height_clean	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:eligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	BenignfatBC1165_DNA	e145857d35178e0055a9a5e3560e60cd1fb148f9b0eab83485cd9e87ea5b1cc1	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	shape_lt_0.95;height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	BenignfatBC1181_DNA	8d78df7bf54846fd072c18f14396c3f76e43b64737a0b902cab88b2d6ac2cfb5	write_ready	production_ready_scope:low_scan_clean	none_current_scope_writer_approved	2	scan_count_lt_10;height_gte_2000000	high_signal_clean_status:ineligible;low_scan_clean_status:eligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	Breast_Cancer_Tissue_pooled_QC6	c5810b0cafe43db97eb2002d9936dc9dfbbba0e8e1766d932d5dde3f3e9d1a10	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	apex_delta_gt_0.15;scan_count_gt_9;height_gte_2000000	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	Breast_Cancer_Tissue_pooled_QC_4	301fbb32508f946ed09a4c7e388fbe751e4717aedb130325e570cc0dbfcf3191	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	apex_delta_gt_0.15;scan_count_lt_10;height_gte_2000000	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	NormalBC2259_DNA	4d6640af2f5542dc82646fb3d030e753aebd62ec98eb1034ecad99c76eef42ab	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	shape_lt_0.95;height_lt_2000000;scan_count_lt_10	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	NormalBC2267_DNA	fbce084cbb2f1fb32962037f951c0f4c3f39d3fce678e3c120c86360fdc68da5	write_ready	production_ready_scope:low_scan_clean	none_current_scope_writer_approved	2	scan_count_lt_10;height_gte_2000000	high_signal_clean_status:ineligible;low_scan_clean_status:eligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	NormalBC2270_DNA	912edc702441227f3b64ff1d0854093af719b81c330d53a8ef5f5b5e1788b27b	write_ready	production_ready_scope:low_height_low_scan_clean	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_lt_10	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:eligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	NormalBC2282_DNA	5d03a199bae92e1d88be8cb60a38c834d600ddc4debcff03e455ae3624c10771	write_ready	production_ready_scope:high_signal_clean	none_current_scope_writer_approved	2	scan_count_gt_9;height_gte_2000000	high_signal_clean_status:eligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	NormalBC2312_DNA	c9f1c278532a801e734b71fccfc8c2e822e56af3c74ec06663ec7019ee5f4aa9	write_ready	production_ready_scope:high_signal_clean	none_current_scope_writer_approved	2	scan_count_gt_9;height_gte_2000000	high_signal_clean_status:eligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	TumorBC2257_DNA	0996ccd81945e576caf565a08118ce43516d47872fed74dc3829f2706a61e673	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	height_lt_2000000;apex_delta_gt_0.15;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	TumorBC2259_DNA	b93ef2b7150708a57309ff5ba269a5b83fb6110238b33c8692e8fcfaeb17da38	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	height_lt_2000000;apex_delta_gt_0.15;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	TumorBC2261_DNA	5eb68c856b5984dfa5a30b70d3351db22677c9d74bcd8b3bdd78043e343a7a3d	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	shape_lt_0.95;height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	TumorBC2302_DNA	8cb03f317e89632d12c0a5d4ace5d1c4f206193d4c465e3a0b93e09af6b96baf	write_ready	production_ready_scope:low_height_clean	none_current_scope_writer_approved	2	height_lt_2000000;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:eligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003581	FAM003581	TumorBC2313_DNA	a39d71534822c2014a1542004f9c432051591affa5526e18e35c24762dfe7966	write_ready	production_ready_scope:high_signal_clean	none_current_scope_writer_approved	2	scan_count_gt_9;height_gte_2000000	high_signal_clean_status:eligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003790	FAM003790	BenignfatBC1152_DNA	79803deab1f8dd041397ab782b531972cc0a80f59b6a40ca12e8fb69c203661a	blocked	missing_trace_evidence	trace_overlay_or_reintegration_evidence_required	1	missing_overlay_path	high_signal_clean_status:missing_evidence;low_scan_clean_status:missing_evidence;low_height_clean_status:missing_evidence;low_height_low_scan_clean_status:missing_evidence	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003790	FAM003790	NormalBC2272_DNA	d77251a880246f14f4735bc91a251650cde077ea6a2576dbdd7a397d600d89a5	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	5	shape_lt_0.95;height_lt_2000000;width_outside_0.30_0.65;scan_count_lt_10;scan_count_lt_7	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003790	FAM003790	NormalBC2281_DNA	748907dd9c2f3dca2e414a8c21ee45492b283a356670aa29a31969143185e009	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	3	shape_lt_0.95;height_lt_2000000;scan_count_lt_10	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003790	FAM003790	NormalBC2290_DNA	eb41372ced1d90470a523f3ec6466f66ba6f04465ff7b361f5b6c0bc9c3a6876	blocked	missing_trace_evidence	trace_overlay_or_reintegration_evidence_required	1	missing_overlay_path	high_signal_clean_status:missing_evidence;low_scan_clean_status:missing_evidence;low_height_clean_status:missing_evidence;low_height_low_scan_clean_status:missing_evidence	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003790	FAM003790	NormalBC2303_DNA	84cd607d1de078b377a0fd7487d005e690b41d3781ff0835864abb3349b9a0c0	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	6	shape_lt_0.95;local_global_ratio_lt_0.95;height_lt_2000000;width_outside_0.30_0.65;scan_count_lt_10;scan_count_lt_7	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM003790	FAM003790	TumorBC2290_DNA	44c333b1bf14df085e30a2a609b5bd7c69c8dc3692dbd30c7d7f9f4736eca06e	blocked	missing_trace_evidence	trace_overlay_or_reintegration_evidence_required	1	missing_overlay_path	high_signal_clean_status:missing_evidence;low_scan_clean_status:missing_evidence;low_height_clean_status:missing_evidence;low_height_low_scan_clean_status:missing_evidence	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC0979_DNA	34cd7860b53ae8d6066cfb5c240ba93f2a1d0376c8f0e8e8c909906755892f12	blocked	missing_trace_evidence	trace_overlay_or_reintegration_evidence_required	1	missing_overlay_path	high_signal_clean_status:missing_evidence;low_scan_clean_status:missing_evidence;low_height_clean_status:missing_evidence;low_height_low_scan_clean_status:missing_evidence	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC0980_DNA	6ac69c1fb7c717351bc1a613d8df9e7993aee3aa52eafa9218e09e1fdb41f96a	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	5	shape_lt_0.95;height_lt_2000000;width_outside_0.30_0.65;apex_delta_gt_0.15;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC1020_DNA	78bd1550fdab3c59c4a62879ff7d89866edda4df746e38169af1952b88e31271	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	6	shape_lt_0.95;height_lt_2000000;width_outside_0.30_0.65;apex_delta_gt_0.15;scan_count_lt_10;scan_count_lt_7	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC1025_DNA	63e967dc63b10701d9688e99f1af9f6553f020bb3b7acb350bb24fd618f61278	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	5	shape_lt_0.95;height_lt_2000000;width_outside_0.30_0.65;scan_count_lt_10;scan_count_lt_7	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC1037_DNA	834a3094b6b463d76275912def703b3e1cc0da9611b69f5437bc1121f2ddbbd7	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	6	shape_lt_0.95;height_lt_2000000;width_outside_0.30_0.65;apex_delta_gt_0.15;scan_count_lt_10;scan_count_lt_7	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC1055_DNA	e6ff627f656d02839e73e179920fced5b7a211af940a18039cee734830f6ec53	blocked	missing_trace_evidence	trace_overlay_or_reintegration_evidence_required	1	missing_overlay_path	high_signal_clean_status:missing_evidence;low_scan_clean_status:missing_evidence;low_height_clean_status:missing_evidence;low_height_low_scan_clean_status:missing_evidence	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC1068_DNA	a98e7b11ab70a87ecf6a9a3d2c7410c6b27f6a736cbb9b2e762fb1079e63a453	blocked	missing_trace_evidence	trace_overlay_or_reintegration_evidence_required	1	missing_overlay_path	high_signal_clean_status:missing_evidence;low_scan_clean_status:missing_evidence;low_height_clean_status:missing_evidence;low_height_low_scan_clean_status:missing_evidence	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC1095_DNA	2e4dc106d7f25be1897a7d92b91fb145ec901f9965cbdcc1588d0448b4f28e2a	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	4	shape_lt_0.95;height_lt_2000000;apex_delta_gt_0.15;scan_count_gt_9	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC1116_DNA	81d96f2693df21d0a86978afe98a1b9698137b9fc945427619107359b95b5939	blocked	missing_trace_evidence	trace_overlay_or_reintegration_evidence_required	1	missing_overlay_path	high_signal_clean_status:missing_evidence;low_scan_clean_status:missing_evidence;low_height_clean_status:missing_evidence;low_height_low_scan_clean_status:missing_evidence	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC1117_DNA	5c7edac857fc4bf121eb86f0b1e82e989ec6d77622feaa6e6d0723a5390854d5	blocked	missing_trace_evidence	trace_overlay_or_reintegration_evidence_required	1	missing_overlay_path	high_signal_clean_status:missing_evidence;low_scan_clean_status:missing_evidence;low_height_clean_status:missing_evidence;low_height_low_scan_clean_status:missing_evidence	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC1152_DNA	9c96b1b436a551126c254192ea9e0f7ee5d700244e8c4875a56b827a42836c55	blocked	missing_trace_evidence	trace_overlay_or_reintegration_evidence_required	1	missing_overlay_path	high_signal_clean_status:missing_evidence;low_scan_clean_status:missing_evidence;low_height_clean_status:missing_evidence;low_height_low_scan_clean_status:missing_evidence	TRUE
standard_peak_backfill_policy_quality_explanation_v1	seed-guard-realdata-85raw-generated-policy-quality-explained-20260617	FAM004105	FAM004105	BenignfatBC1165_DNA	6c27234b768777db0fc2ceab384a9e001fed9eef0356432bad632991aa8ebe7e	blocked	no_writer_approved_evidence_class	approved_evidence_class_or_passing_oracle_required	6	shape_lt_0.95;height_lt_2000000;width_outside_0.30_0.65;apex_delta_gt_0.15;scan_count_lt_10;scan_count_lt_7	high_signal_clean_status:ineligible;low_scan_clean_status:ineligible;low_height_clean_status:ineligible;low_height_low_scan_clean_status:ineligible	TRUE
